pf7G8_vs_pf7G8_TCONS_00000001|1|730	XLOC_000001	Pf7G8_000005000|Pf7G8_000005000-t41_1	m	q1:PF3D7_0222300|PF3D7_0222300.1|1|0.000000|0.000000|0.000000|730	no_ORF_status
pf7G8_vs_pf7G8_TCONS_00000002|2|1150	XLOC_000002	Pf7G8_000005100|Pf7G8_000005100-t41_1	j	q1:PF3D7_0732400|PF3D7_0732400.1|2|0.000000|0.000000|0.000000|1150	valid_ORF=0
pf7G8_vs_pf7G8_TCONS_00000003|2|6726	XLOC_000003	Pf7G8_000005200|Pf7G8_000005200-t41_1	j	q1:PF3D7_0421100|PF3D7_0421100.1|2|0.000000|0.000000|0.000000|6726	valid_ORF=0
pf7G8_vs_pf7G8_TCONS_00000004|2|6437	XLOC_000004	Pf7G8_010005400|Pf7G8_010005400-t41_1	=	q1:PF3D7_1300100|PF3D7_1300100.1|2|0.000000|0.000000|0.000000|6437	valid_ORF=0
pf7G8_vs_pf7G8_TCONS_00000005|2|1035	XLOC_000005	Pf7G8_010005700|Pf7G8_010005700-t41_1	=	q1:PF3D7_1150300|PF3D7_1150300.1|2|0.000000|0.000000|0.000000|1035	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000006|2|1101	XLOC_000006	Pf7G8_010005800|Pf7G8_010005800-t41_1	=	q1:PF3D7_0401300|PF3D7_0401300.1|2|0.000000|0.000000|0.000000|1101	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000007|2|1008	XLOC_000007	Pf7G8_010005900|Pf7G8_010005900-t41_1	=	q1:PF3D7_0401400|PF3D7_0401400.1|2|0.000000|0.000000|0.000000|1008	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000008|1|850	XLOC_000008	Pf7G8_010006300|Pf7G8_010006300-t41_1	=	q1:PF3D7_0102100|PF3D7_0102100.1|1|0.000000|0.000000|0.000000|850	no_ORF_status
pf7G8_vs_pf7G8_TCONS_00000009|2|5994	XLOC_000009	Pf7G8_010006400|Pf7G8_010006400-t41_1	=	q1:PF3D7_0102200|PF3D7_0102200.1|2|0.000000|0.000000|0.000000|5994	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000010|2|1587	XLOC_000010	Pf7G8_010006500|Pf7G8_010006500-t41_1	=	q1:PF3D7_0102300|PF3D7_0102300.1|2|0.000000|0.000000|0.000000|1587	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000011|2|1708	XLOC_000011	Pf7G8_010006900|Pf7G8_010006900-t41_1	=	q1:PF3D7_0102700|PF3D7_0102700.1|2|0.000000|0.000000|0.000000|1708	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000012|7|6480	XLOC_000012	Pf7G8_010007700|Pf7G8_010007700-t41_1	o	q1:PF3D7_0103500|PF3D7_0103500.1|7|0.000000|0.000000|0.000000|6480	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000013|3|5182	XLOC_000013	Pf7G8_010007800|Pf7G8_010007800-t41_1	=	q1:PF3D7_0103600|PF3D7_0103600.1|3|0.000000|0.000000|0.000000|5182	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000014|6|1624	XLOC_000014	Pf7G8_010007900|Pf7G8_010007900-t41_1	=	q1:PF3D7_0103700|PF3D7_0103700.1|6|0.000000|0.000000|0.000000|1624	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000015|1|2598	XLOC_000015	Pf7G8_010008100|Pf7G8_010008100-t41_1	k	q1:PF3D7_0103900|PF3D7_0103900.1|1|0.000000|0.000000|0.000000|2598	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000016|3|492	XLOC_000016	Pf7G8_010008200|Pf7G8_010008200-t41_1	=	q1:PF3D7_0104000|PF3D7_0104000.1|3|0.000000|0.000000|0.000000|492	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000017|2|4317	XLOC_000017	Pf7G8_010008300|Pf7G8_010008300-t41_1	=	q1:PF3D7_0104100|PF3D7_0104100.1|2|0.000000|0.000000|0.000000|4317	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000018|3|12477	XLOC_000018	Pf7G8_010008500|Pf7G8_010008500-t41_1	m	q1:PF3D7_0104300|PF3D7_0104300.1|3|0.000000|0.000000|0.000000|12477	valid_ORF=0
pf7G8_vs_pf7G8_TCONS_00000019|1|2900	XLOC_000019	Pf7G8_010008600|Pf7G8_010008600-t41_1	k	q1:PF3D7_0104400|PF3D7_0104400.1|1|0.000000|0.000000|0.000000|2900	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000020|1|4357	XLOC_000020	Pf7G8_010008800|Pf7G8_010008800-t41_1	=	q1:PF3D7_0104600|PF3D7_0104600.1|1|0.000000|0.000000|0.000000|4357	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000021|1|2136	XLOC_000021	Pf7G8_010008900|Pf7G8_010008900-t41_1	=	q1:PF3D7_0104700|PF3D7_0104700.1|1|0.000000|0.000000|0.000000|2136	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000022|1|2455	XLOC_000022	Pf7G8_010009000|Pf7G8_010009000-t41_1	=	q1:PF3D7_0104800|PF3D7_0104800.1|1|0.000000|0.000000|0.000000|2455	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000023|1|1212	XLOC_000023	Pf7G8_010009100|Pf7G8_010009100-t41_1	k	q1:PF3D7_0105100|PF3D7_0105100.1|1|0.000000|0.000000|0.000000|1212	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000024|3|10820	XLOC_000024	Pf7G8_010009700|Pf7G8_010009700-t41_1	k	q1:PF3D7_0105700|PF3D7_0105700.1|3|0.000000|0.000000|0.000000|10820	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000025|1|2701	XLOC_000025	Pf7G8_010009900|Pf7G8_010009900-t41_1	k	q1:PF3D7_0105900|PF3D7_0105900.1|1|0.000000|0.000000|0.000000|2701	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000026|4|902	XLOC_000026	Pf7G8_010010400|Pf7G8_010010400-t41_1	=	q1:PF3D7_0106400|PF3D7_0106400.1|4|0.000000|0.000000|0.000000|902	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000027|1|4716	XLOC_000027	Pf7G8_010010500|Pf7G8_010010500-t41_1	=	q1:PF3D7_0106500|PF3D7_0106500.1|1|0.000000|0.000000|0.000000|4716	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000028|1|900	XLOC_000028	Pf7G8_010010600|Pf7G8_010010600-t41_1	=	q1:PF3D7_0106600|PF3D7_0106600.1|1|0.000000|0.000000|0.000000|900	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000029|1|5308	XLOC_000029	Pf7G8_010010700|Pf7G8_010010700-t41_1	=	q1:PF3D7_0106700|PF3D7_0106700.1|1|0.000000|0.000000|0.000000|5308	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000030|9|1109	XLOC_000030	Pf7G8_010010800|Pf7G8_010010800-t41_1	=	q1:PF3D7_0106800|PF3D7_0106800.1|9|0.000000|0.000000|0.000000|1109	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000031|1|2986	XLOC_000031	Pf7G8_010010900|Pf7G8_010010900-t41_1	=	q1:PF3D7_0106900|PF3D7_0106900.1|1|0.000000|0.000000|0.000000|2986	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000032|6|1054	XLOC_000032	Pf7G8_010011000|Pf7G8_010011000-t41_1	=	q1:PF3D7_0107000|PF3D7_0107000.1|6|0.000000|0.000000|0.000000|1054	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000033|10|1295	XLOC_000033	Pf7G8_010011200|Pf7G8_010011200-t41_1	=	q1:PF3D7_0107200|PF3D7_0107200.1|10|0.000000|0.000000|0.000000|1295	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000034|1|1744	XLOC_000034	Pf7G8_010011400|Pf7G8_010011400-t41_1	k	q1:PF3D7_0107400|PF3D7_0107400.1|1|0.000000|0.000000|0.000000|1744	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000035|1|5749	XLOC_000035	Pf7G8_010011600|Pf7G8_010011600-t41_1	=	q1:PF3D7_0107600|PF3D7_0107600.1|1|0.000000|0.000000|0.000000|5749	valid_ORF=0
pf7G8_vs_pf7G8_TCONS_00000036|1|1342	XLOC_000036	Pf7G8_010011700|Pf7G8_010011700-t41_1	=	q1:PF3D7_0107700|PF3D7_0107700.1|1|0.000000|0.000000|0.000000|1342	valid_ORF=0
pf7G8_vs_pf7G8_TCONS_00000037|1|4401	XLOC_000037	Pf7G8_010011800|Pf7G8_010011800-t41_1	=	q1:PF3D7_0107800|PF3D7_0107800.1|1|0.000000|0.000000|0.000000|4401	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000038|1|2238	XLOC_000038	Pf7G8_010012100|Pf7G8_010012100-t41_1	=	q1:PF3D7_0108100|PF3D7_0108100.1|1|0.000000|0.000000|0.000000|2238	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000039|1|9970	XLOC_000039	Pf7G8_010012200|Pf7G8_010012200-t41_1	k	q1:PF3D7_0108300|PF3D7_0108300.1|1|0.000000|0.000000|0.000000|9970	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000040|1|3332	XLOC_000040	Pf7G8_010012400|Pf7G8_010012400-t41_1	k	q1:PF3D7_0108500|PF3D7_0108500.1|1|0.000000|0.000000|0.000000|3332	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000041|11|2087	XLOC_000041	Pf7G8_010012700|Pf7G8_010012700-t41_1	=	q1:PF3D7_0108800|PF3D7_0108800.1|11|0.000000|0.000000|0.000000|2087	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000042|2|2102	XLOC_000042	Pf7G8_010012800|Pf7G8_010012800-t41_1	k	q1:PF3D7_0109000|PF3D7_0109000.1|2|0.000000|0.000000|0.000000|2102	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000043|2|3965	XLOC_000043	Pf7G8_010012900|Pf7G8_010012900-t41_1	=	q1:PF3D7_0109100|PF3D7_0109100.1|2|0.000000|0.000000|0.000000|3965	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000044|1|2314	XLOC_000044	Pf7G8_010013600|Pf7G8_010013600-t41_1	=	q1:PF3D7_0109800|PF3D7_0109800.1|1|0.000000|0.000000|0.000000|2314	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000045|13|1979	XLOC_000045	Pf7G8_010013700|Pf7G8_010013700-t41_1	=	q1:PF3D7_0109850|PF3D7_0109850.1|13|0.000000|0.000000|0.000000|1979	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000046|6|744	XLOC_000046	Pf7G8_010013800|Pf7G8_010013800-t41_1	=	q1:PF3D7_0109950|PF3D7_0109950.1|6|0.000000|0.000000|0.000000|744	valid_ORF=1
pf7G8_vs_pf7G8_TCONS_00000047|1|1372	XLOC_000047	Pf7G8_010013900|Pf7G8_010013900-t41_1	k	q1:PF3D7_0110000|PF3D7_0110000.1|1|0.000000|0.000000|0.000000|1372	valid_ORF=1
