pfKE01_vs_pfKE01_TCONS_00000001|1|864	XLOC_000001	PfKE01_000005000|PfKE01_000005000-t41_1	m	q1:PF3D7_0222300|PF3D7_0222300.1|1|0.000000|0.000000|0.000000|864	no_ORF_status
pfKE01_vs_pfKE01_TCONS_00000002|1|1005	XLOC_000002	PfKE01_000005100|PfKE01_000005100-t41_1	c	q1:PF3D7_0201200|PF3D7_0201200.1|1|0.000000|0.000000|0.000000|1005	valid_ORF=0
pfKE01_vs_pfKE01_TCONS_00000003|2|921	XLOC_000003	PfKE01_000005300|PfKE01_000005300-t41_1	=	q1:PF3D7_0222800|PF3D7_0222800.1|2|0.000000|0.000000|0.000000|921	valid_ORF=1
pfKE01_vs_pfKE01_TCONS_00000004|2|951	XLOC_000004	PfKE01_000005400|PfKE01_000005400-t41_1	=	q1:PF3D7_0700300|PF3D7_0700300.1|2|0.000000|0.000000|0.000000|951	valid_ORF=1
pfKE01_vs_pfKE01_TCONS_00000005|1|204	XLOC_000005	PfKE01_000005600|PfKE01_000005600-t41_1	p	q1:PF3D7_0100700|PF3D7_0100700.1|1|0.000000|0.000000|0.000000|204	valid_ORF=0
pfKE01_vs_pfKE01_TCONS_00000006|2|1044	XLOC_000006	PfKE01_000005700|PfKE01_000005700-t41_1	=	q1:PF3D7_0600800|PF3D7_0600800.1|2|0.000000|0.000000|0.000000|1044	no_ORF_status
pfKE01_vs_pfKE01_TCONS_00000007|1|72	XLOC_000007	PfKE01_000005900|PfKE01_000005900-t41_1	c	q1:PF3D7_0500200|PF3D7_0500200.1|1|0.000000|0.000000|0.000000|72	no_ORF_status
pfKE01_vs_pfKE01_TCONS_00000008|2|963	XLOC_000008	PfKE01_000005500|PfKE01_000005500-t41_1	=	q1:PF3D7_0700200|PF3D7_0700200.1|2|0.000000|0.000000|0.000000|963	valid_ORF=1
pfKE01_vs_pfKE01_TCONS_00000009|2|1122	XLOC_000009	PfKE01_000006000|PfKE01_000006000-t41_1	j	q1:PF3D7_0732500|PF3D7_0732500.1|2|0.000000|0.000000|0.000000|1122	valid_ORF=1
pfKE01_vs_pfKE01_TCONS_00000010|1|1074	XLOC_000010	PfKE01_000006100|PfKE01_000006100-t41_1	c	q1:PF3D7_0632200|PF3D7_0632200.1|1|0.000000|0.000000|0.000000|1074	valid_ORF=0
pfKE01_vs_pfKE01_TCONS_00000011|2|7645	XLOC_000011	PfKE01_000006200|PfKE01_000006200-t41_1	n	q1:PF3D7_0733000|PF3D7_0733000.1|2|0.000000|0.000000|0.000000|7645	valid_ORF=0
pfKE01_vs_pfKE01_TCONS_00000012|2|1125	XLOC_000012	PfKE01_000006700|PfKE01_000006700-t41_1	k	q1:PF3D7_0600300|PF3D7_0600300.1|2|0.000000|0.000000|0.000000|1125	valid_ORF=0
pfKE01_vs_pfKE01_TCONS_00000013|2|8020	XLOC_000013	PfKE01_000006800|PfKE01_000006800-t41_1	=	q1:PF3D7_0412700|PF3D7_0412700.1|2|0.000000|0.000000|0.000000|8020	valid_ORF=1
pfKE01_vs_pfKE01_TCONS_00000014|2|1023	XLOC_000014	PfKE01_000006900|PfKE01_000006900-t41_1	k	q1:PF3D7_0412600|PF3D7_0412600.1|2|0.000000|0.000000|0.000000|1023	no_ORF_status
pfKE01_vs_pfKE01_TCONS_00000015|2|6523	XLOC_000015	PfKE01_000007100|PfKE01_000007100-t41_1	=	q1:PF3D7_0808700|PF3D7_0808700.1|2|0.000000|0.000000|0.000000|6523	valid_ORF=0
pfKE01_vs_pfKE01_TCONS_00000016|1|135	XLOC_000016	-	u	q1:PF3D7_0809000|PF3D7_0809000.1|1|0.000000|0.000000|0.000000|135	no_ORF_status
pfKE01_vs_pfKE01_TCONS_00000017|1|146	XLOC_000017	PfKE01_000007400|PfKE01_000007400-t41_1	p	q1:PF3D7_0115050_1|PF3D7_0115050.1_1|1|0.000000|0.000000|0.000000|146	no_ORF_status
